commentId,comment,classification,comment_processed,word_phrase_list,reception,reception amaze,amaze,similarity_score
162402,"My skin is amazing, my checks are filled in, and lips just right.",0,skin amaze check fill lip right,"['skin', 'skin amaze', 'skin amaze check', 'skin amaze check fill', 'skin amaze check fill lip', 'skin amaze check fill lip right', 'amaze', 'amaze check', 'amaze check fill', 'amaze check fill lip', 'amaze check fill lip right', 'check', 'check fill', 'check fill lip', 'check fill lip right', 'fill', 'fill lip', 'fill lip right', 'lip', 'lip right', 'right']",0,0,1,0.7142857142857143
138315,Very professional staff at the clinic The nurses are amazing people The doctor is very knowledgeable.,0,professional staff clinic nurse amaze people doctor knowledgeable,"['professional', 'professional staff', 'professional staff clinic', 'professional staff clinic nurse', 'professional staff clinic nurse amaze', 'professional staff clinic nurse amaze people', 'professional staff clinic nurse amaze people doctor', 'professional staff clinic nurse amaze people doctor knowledgeable', 'staff', 'staff clinic', 'staff clinic nurse', 'staff clinic nurse amaze', 'staff clinic nurse amaze people', 'staff clinic nurse amaze people doctor', 'staff clinic nurse amaze people doctor knowledgeable', 'clinic', 'clinic nurse', 'clinic nurse amaze', 'clinic nurse amaze people', 'clinic nurse amaze people doctor', 'clinic nurse amaze people doctor knowledgeable', 'nurse', 'nurse amaze', 'nurse amaze people', 'nurse amaze people doctor', 'nurse amaze people doctor knowledgeable', 'amaze', 'amaze people', 'amaze people doctor', 'amaze people doctor knowledgeable', 'people', 'people doctor', 'people doctor knowledgeable', 'doctor', 'doctor knowledgeable', 'knowledgeable']",0,0,1,0.7142857142857143
113379,I am currently getting Invisalign with Dr. Marie and my entire experience has been amazing so far!,0,presently get invisalign dr marie entire experience amaze far,"['presently', 'presently get', 'presently get invisalign', 'presently get invisalign dr', 'presently get invisalign dr marie', 'presently get invisalign dr marie entire', 'presently get invisalign dr marie entire experience', 'presently get invisalign dr marie entire experience amaze', 'presently get invisalign dr marie entire experience amaze far', 'get', 'get invisalign', 'get invisalign dr', 'get invisalign dr marie', 'get invisalign dr marie entire', 'get invisalign dr marie entire experience', 'get invisalign dr marie entire experience amaze', 'get invisalign dr marie entire experience amaze far', 'invisalign', 'invisalign dr', 'invisalign dr marie', 'invisalign dr marie entire', 'invisalign dr marie entire experience', 'invisalign dr marie entire experience amaze', 'invisalign dr marie entire experience amaze far', 'dr', 'dr marie', 'dr marie entire', 'dr marie entire experience', 'dr marie entire experience amaze', 'dr marie entire experience amaze far', 'marie', 'marie entire', 'marie entire experience', 'marie entire experience amaze', 'marie entire experience amaze far', 'entire', 'entire experience', 'entire experience amaze', 'entire experience amaze far', 'experience', 'experience amaze', 'experience amaze far', 'amaze', 'amaze far', 'far']",0,0,1,0.7142857142857143
128549,Dr. Liss did an amazing job on the repair and I haven't had any trouble at all with it.,0,amaze job repair trouble,"['amaze', 'amaze job', 'amaze job repair', 'amaze job repair trouble', 'job', 'job repair', 'job repair trouble', 'repair', 'repair trouble', 'trouble']",0,0,1,0.7142857142857143
148031,At reception there were two women that didn't have a clue trying to teach a third woman.,1,reception woman clue try teach woman,"['reception', 'reception woman', 'reception woman clue', 'reception woman clue try', 'reception woman clue try teach', 'reception woman clue try teach woman', 'woman', 'woman clue', 'woman clue try', 'woman clue try teach', 'woman clue try teach woman', 'clue', 'clue try', 'clue try teach', 'clue try teach woman', 'try', 'try teach', 'try teach woman', 'teach', 'teach woman', 'woman']",1,0,0,0.7142857142857143
86583,also corrected my deviated septum i can breath perfectly now !He is an amazing surgeon i highly recommend him.,0,correct deviate septum breath perfectly amaze surgeon highly recommend,"['correct', 'correct deviate', 'correct deviate septum', 'correct deviate septum breath', 'correct deviate septum breath perfectly', 'correct deviate septum breath perfectly amaze', 'correct deviate septum breath perfectly amaze surgeon', 'correct deviate septum breath perfectly amaze surgeon highly', 'correct deviate septum breath perfectly amaze surgeon highly recommend', 'deviate', 'deviate septum', 'deviate septum breath', 'deviate septum breath perfectly', 'deviate septum breath perfectly amaze', 'deviate septum breath perfectly amaze surgeon', 'deviate septum breath perfectly amaze surgeon highly', 'deviate septum breath perfectly amaze surgeon highly recommend', 'septum', 'septum breath', 'septum breath perfectly', 'septum breath perfectly amaze', 'septum breath perfectly amaze surgeon', 'septum breath perfectly amaze surgeon highly', 'septum breath perfectly amaze surgeon highly recommend', 'breath', 'breath perfectly', 'breath perfectly amaze', 'breath perfectly amaze surgeon', 'breath perfectly amaze surgeon highly', 'breath perfectly amaze surgeon highly recommend', 'perfectly', 'perfectly amaze', 'perfectly amaze surgeon', 'perfectly amaze surgeon highly', 'perfectly amaze surgeon highly recommend', 'amaze', 'amaze surgeon', 'amaze surgeon highly', 'amaze surgeon highly recommend', 'surgeon', 'surgeon highly', 'surgeon highly recommend', 'highly', 'highly recommend', 'recommend']",0,0,1,0.7142857142857143
168434,"As a person who works in the Film industry, Tv and theather, I can say for sure that this people are amazing!",0,person work film industry theater sure people amaze,"['person', 'person work', 'person work film', 'person work film industry', 'person work film industry theater', 'person work film industry theater sure', 'person work film industry theater sure people', 'person work film industry theater sure people amaze', 'work', 'work film', 'work film industry', 'work film industry theater', 'work film industry theater sure', 'work film industry theater sure people', 'work film industry theater sure people amaze', 'film', 'film industry', 'film industry theater', 'film industry theater sure', 'film industry theater sure people', 'film industry theater sure people amaze', 'industry', 'industry theater', 'industry theater sure', 'industry theater sure people', 'industry theater sure people amaze', 'theater', 'theater sure', 'theater sure people', 'theater sure people amaze', 'sure', 'sure people', 'sure people amaze', 'people', 'people amaze', 'amaze']",0,0,1,0.7142857142857143
69972,"The reception, nursing and medical staff were very responsive, friendly and helpful.",0,reception nurse medical staff responsive friendly helpful,"['reception', 'reception nurse', 'reception nurse medical', 'reception nurse medical staff', 'reception nurse medical staff responsive', 'reception nurse medical staff responsive friendly', 'reception nurse medical staff responsive friendly helpful', 'nurse', 'nurse medical', 'nurse medical staff', 'nurse medical staff responsive', 'nurse medical staff responsive friendly', 'nurse medical staff responsive friendly helpful', 'medical', 'medical staff', 'medical staff responsive', 'medical staff responsive friendly', 'medical staff responsive friendly helpful', 'staff', 'staff responsive', 'staff responsive friendly', 'staff responsive friendly helpful', 'responsive', 'responsive friendly', 'responsive friendly helpful', 'friendly', 'friendly helpful', 'helpful']",1,0,0,0.7142857142857143
82319,Dr. Tillman Elliot is amazing,0,amaze,['amaze'],0,0,1,0.7142857142857143
115970,My results were amazing and worth the little bit of discomfort and downtime required for the surgery.,0,result amaze worth little bit discomfort downtime require surgery,"['result', 'result amaze', 'result amaze worth', 'result amaze worth little', 'result amaze worth little bit', 'result amaze worth little bit discomfort', 'result amaze worth little bit discomfort downtime', 'result amaze worth little bit discomfort downtime require', 'result amaze worth little bit discomfort downtime require surgery', 'amaze', 'amaze worth', 'amaze worth little', 'amaze worth little bit', 'amaze worth little bit discomfort', 'amaze worth little bit discomfort downtime', 'amaze worth little bit discomfort downtime require', 'amaze worth little bit discomfort downtime require surgery', 'worth', 'worth little', 'worth little bit', 'worth little bit discomfort', 'worth little bit discomfort downtime', 'worth little bit discomfort downtime require', 'worth little bit discomfort downtime require surgery', 'little', 'little bit', 'little bit discomfort', 'little bit discomfort downtime', 'little bit discomfort downtime require', 'little bit discomfort downtime require surgery', 'bit', 'bit discomfort', 'bit discomfort downtime', 'bit discomfort downtime require', 'bit discomfort downtime require surgery', 'discomfort', 'discomfort downtime', 'discomfort downtime require', 'discomfort downtime require surgery', 'downtime', 'downtime require', 'downtime require surgery', 'require', 'require surgery', 'surgery']",0,0,1,0.7142857142857143
